school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,17,U,GT3,T,2,1,at_home,other,reputation,mother,1,1,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,15,13,12,11
GP,F,17,R,GT3,T,2,2,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,9,7,-2
GP,M,16,U,LE3,T,4,4,services,services,course,father,1,3,1,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,5,5,14,14,13
GP,F,15,U,GT3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,4,1,1,3,6,7,7,8
MS,F,18,R,LE3,T,2,1,health,services,home,mother,1,3,0,no,yes,yes,no,no,yes,yes,no,5,4,2,1,1,5,2,7,10,10
GP,M,15,U,LE3,T,2,2,other,other,home,mother,4,1,1,no,no,yes,yes,yes,yes,yes,yes,1,1,4,2,4,1,5,11,14,14
GP,M,17,U,GT3,T,2,3,services,other,course,mother,1,3,0,no,yes,yes,yes,no,yes,no,yes,4,3,4,3,4,2,7,10,11,11
GP,M,17,U,GT3,A,2,2,at_home,other,other,mother,2,3,2,no,yes,yes,no,yes,yes,yes,yes,3,2,3,1,3,1,10,11,10,11
GP,F,17,R,LE3,T,2,3,other,other,reputation,mother,2,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,4,1,2,3,4,5,5,6
GP,F,15,U,GT3,T,3,4,other,teacher,reputation,mother,1,3,2,yes,yes,no,yes,no,yes,yes,yes,4,5,2,1,1,2,0,14,13,12
GP,F,15,U,GT3,T,3,3,services,other,course,mother,2,4,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,4,1,2,5,0,14,12,13
GP,M,17,R,LE3,T,4,4,services,other,course,mother,2,4,1,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,1,4,5,19,19,19
GP,F,18,R,LE3,A,3,2,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,1,5,5,5,15,15,15,15
GP,M,15,U,LE3,T,2,2,other,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,2,5,3,12,12,12
GP,F,17,U,GT3,T,3,2,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,5,1,2,5,13,10,11,11
GP,M,16,U,LE3,T,4,4,other,teacher,reputation,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,4,4,4,1,3,2,5,12,13,15
GP,F,15,U,GT3,T,2,3,services,services,course,other,1,1,1,no,no,yes,no,no,yes,yes,yes,4,4,2,1,1,3,0,10,10,10
GP,F,15,U,GT3,T,1,1,other,other,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,1,1,2,8,6,6,6
GP,M,15,U,GT3,A,3,1,services,other,course,mother,1,4,0,no,yes,no,no,yes,yes,no,yes,5,4,5,5,5,5,18,11,11,12
GP,M,16,U,GT3,T,1,1,at_home,services,course,mother,1,3,0,yes,no,no,yes,yes,yes,no,no,4,3,2,1,1,5,1,14,14,13
MS,M,17,U,LE3,A,4,4,services,other,home,father,1,3,0,no,yes,no,no,yes,yes,yes,no,5,5,2,2,4,3,3,14,12,13
GP,F,17,U,GT3,T,2,2,services,other,course,mother,1,2,0,yes,no,no,yes,yes,yes,no,no,3,2,4,1,3,5,9,10,9,9
GP,M,15,U,LE3,T,4,4,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,1,1,13,12,12,12
MS,M,19,U,GT3,T,4,2,services,teacher,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,5,2,2,3,1,4,8,6,1
GP,F,15,U,GT3,T,2,2,other,services,course,father,1,4,0,no,yes,no,yes,no,yes,yes,yes,5,5,5,1,1,5,4,8,9,9
GP,M,17,U,GT3,T,4,4,teacher,teacher,home,mother,3,3,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,1,2,4,19,19,19
MS,M,17,U,GT3,T,3,3,services,other,course,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,no,3,3,3,3,5,2,17,8,7,7
GP,M,17,U,GT3,A,3,3,services,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,4,5,5,7,13,13,14
GP,M,16,U,GT3,T,3,3,services,services,other,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,5,5,5,5,4,15,8,8,6
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,1,5,1,16,13,13
GP,F,15,U,GT3,T,4,3,services,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,3,17,16,16
MS,M,18,R,GT3,T,4,3,teacher,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,1,5,10,10,11
GP,F,17,U,GT3,T,3,1,services,at_home,reputation,mother,1,2,0,no,no,no,yes,yes,no,yes,no,5,1,1,1,1,5,24,3,6,7
GP,M,18,U,GT3,T,4,4,health,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,4,11,17,16,17
GP,F,16,U,LE3,T,1,2,at_home,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,yes,4,4,3,1,3,3,9,12,9,10
GP,F,18,R,GT3,T,2,3,other,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,2,9,9,9
GP,F,17,U,GT3,T,1,2,other,services,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,yes,4,3,3,2,3,5,5,6,7,7
GP,F,16,U,GT3,T,3,3,at_home,other,course,mother,1,3,1,no,no,yes,no,yes,yes,yes,no,4,4,4,1,1,5,3,5,-2,-2
GP,F,16,U,GT3,T,2,2,at_home,teacher,home,mother,1,4,0,no,yes,no,yes,no,yes,yes,no,5,4,3,2,3,5,9,8,9,9
GP,F,18,U,GT3,T,2,2,services,services,course,mother,4,2,1,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,4,1,7,7,-2
GP,F,16,U,GT3,T,4,4,services,other,other,mother,3,2,1,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,1,2,8,5,8,8
MS,M,17,U,LE3,A,0,3,other,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,2,3,3,3,14,12,13
GP,F,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,5,1,3,-2,-2
GP,F,17,R,LE3,T,4,4,services,other,home,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,4,3,2,1,2,2,0,8,7,6
GP,M,17,U,GT3,T,1,2,other,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,2,3,4,1,3,1,18,17,16,16
GP,M,19,U,GT3,T,2,3,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,yes,4,5,1,1,1,4,9,14,12,12
GP,F,16,U,GT3,T,2,3,other,other,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,4,5,2,1,1,2,9,9,10,11
GP,F,16,U,LE3,T,3,3,at_home,other,reputation,father,1,3,3,yes,yes,no,no,yes,yes,yes,no,3,3,2,1,2,1,5,5,8,8
GP,M,16,R,GT3,A,4,4,teacher,other,reputation,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,1,1,1,2,14,16,16
MS,M,18,R,LE3,T,3,4,at_home,other,home,father,3,3,3,yes,yes,yes,yes,no,no,yes,no,5,3,3,2,4,1,1,8,10,11
GP,F,16,U,GT3,T,4,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,15,3,3,3
GP,M,18,U,GT3,T,4,4,services,services,reputation,mother,1,4,0,no,no,yes,no,yes,yes,no,no,4,5,2,1,1,4,1,16,15,15
GP,M,15,U,GT3,T,3,1,other,other,course,father,1,2,2,no,no,no,yes,yes,yes,yes,no,5,3,2,1,1,5,3,8,8,1
GP,F,15,U,LE3,T,3,2,services,at_home,home,mother,1,2,3,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,4,0,3,7,-2
GP,F,16,U,GT3,T,4,3,other,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,1,2,13,9,7,7
GP,F,17,U,GT3,T,4,4,teacher,other,course,mother,2,3,0,yes,yes,yes,no,yes,yes,no,no,3,3,1,1,1,5,73,8,7,7
GP,F,16,U,LE3,A,2,1,services,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,2,13,13,14
GP,F,15,U,GT3,T,4,2,other,teacher,course,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,4,1,8,9,9
GP,M,16,U,GT3,T,2,3,other,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,5,5,14,13,13
GP,F,16,U,GT3,T,4,3,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,2,2,5,15,6,5,5
GP,M,19,R,GT3,T,4,4,other,health,course,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,5,3,3,5,5,5,18,10,10,9
GP,F,16,U,LE3,T,1,1,services,services,course,father,1,1,0,no,no,no,no,yes,yes,no,yes,3,5,1,2,2,1,4,8,8,8
GP,F,17,U,GT3,T,3,3,services,other,course,father,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,3,1,7,14,13,13
GP,F,19,U,LE3,T,2,1,at_home,other,reputation,other,1,4,0,no,no,yes,yes,yes,no,yes,yes,3,4,1,1,4,2,8,12,10,11
GP,F,16,U,GT3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,7,5,4
GP,M,16,U,GT3,T,2,3,at_home,services,course,father,1,3,0,no,no,yes,yes,no,yes,no,yes,3,3,3,1,1,3,2,11,11,11
GP,M,17,R,GT3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,4,5,1,13,13,12
GP,F,18,U,LE3,T,1,1,other,services,home,mother,1,4,2,no,no,yes,no,yes,no,yes,no,5,5,5,2,2,5,11,7,6,7
GP,F,17,R,GT3,T,4,4,teacher,health,reputation,mother,1,1,1,yes,yes,no,yes,yes,yes,yes,no,4,3,3,3,3,3,21,7,7,6
GP,M,15,U,LE3,T,1,2,at_home,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,2,1,1,2,5,19,20,20
MS,F,18,U,GT3,T,1,1,at_home,other,course,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,1,2,6,6,-2
GP,M,16,U,GT3,T,2,2,at_home,teacher,reputation,mother,3,2,0,yes,yes,no,yes,no,yes,yes,yes,4,3,4,1,4,5,5,7,8,7
GP,M,18,R,LE3,T,3,3,other,other,other,mother,1,2,3,no,yes,yes,no,no,yes,yes,no,4,4,4,2,3,4,1,10,9,11
GP,F,15,U,GT3,T,1,1,other,other,home,father,2,2,1,yes,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,3,23,5,8,9
GP,M,18,U,GT3,T,3,3,at_home,services,course,father,2,2,0,no,no,yes,no,yes,yes,no,no,5,2,4,1,3,4,1,11,11,11
GP,F,18,R,GT3,A,3,3,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,1,2,1,2,5,1,4,3,-2
GP,M,16,R,GT3,A,2,2,other,other,course,father,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,2,11,12,11,10
GP,M,17,U,GT3,T,3,3,services,other,reputation,father,2,2,0,yes,no,no,yes,yes,yes,yes,yes,4,2,4,2,3,4,9,13,12,12
GP,F,15,U,LE3,T,3,1,other,other,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,2,5,1,1,5,4,8,8,10
GP,F,17,U,GT3,T,1,2,other,services,course,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,5,3,4,1,1,5,2,14,13,13
GP,M,17,R,GT3,T,3,4,services,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5,5,5,1,1,5,0,6,1,1
GP,M,15,U,LE3,T,2,2,services,services,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,4,2,1,1,5,0,9,11,12
GP,F,17,R,GT3,T,2,2,other,other,other,father,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,4,3,5,5,5
GP,M,15,U,GT3,T,2,4,other,other,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,3,4,5,5,5,4,2,11,13,13
GP,M,16,R,GT3,A,4,4,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,2,5,4,12,11,11
GP,F,16,U,GT3,T,1,2,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,1,1,5,2,10,9,11
GP,M,17,R,GT3,T,2,2,other,other,home,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,3,1,1,5,12,14,14,15
GP,M,15,U,GT3,T,4,4,services,other,other,mother,2,2,0,yes,no,no,no,yes,yes,yes,yes,4,1,2,1,3,5,12,9,10,11
GP,F,17,R,GT3,T,1,1,at_home,other,reputation,father,1,1,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,1,3,17,10,9,8
GP,M,16,U,GT3,T,4,4,other,services,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,2,3,5,7,12,12,12
GP,M,15,U,LE3,T,2,2,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5,3,3,3,5,5,7,11,14,15
MS,F,17,U,LE3,A,1,1,health,at_home,course,mother,1,1,2,yes,yes,yes,no,yes,yes,yes,no,1,1,1,1,2,4,61,5,4,2
GP,F,17,U,GT3,T,1,1,at_home,services,home,mother,3,2,1,no,no,yes,yes,yes,yes,yes,no,5,3,4,3,3,3,8,6,5,6
GP,M,17,U,GT3,A,3,3,services,other,home,father,2,4,1,no,no,no,yes,yes,yes,yes,yes,5,3,5,5,5,2,4,13,13,14
GP,F,19,U,GT3,T,1,4,at_home,health,home,other,1,2,1,no,no,no,yes,yes,yes,yes,yes,4,4,4,4,4,3,19,13,11,11
GP,M,18,R,LE3,T,2,2,services,services,reputation,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,5,3,2,5,2,5,2,17,16,18
GP,F,15,R,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,1,3,9,6,7,6
GP,M,18,R,GT3,T,4,2,other,services,course,father,2,1,1,no,yes,no,yes,yes,yes,yes,no,3,5,5,5,5,1,18,7,6,6
GP,F,16,U,LE3,T,4,3,teacher,other,other,mother,1,3,1,no,no,yes,yes,yes,yes,yes,no,4,3,3,2,2,2,10,9,10,11
GP,M,18,U,GT3,T,2,3,other,other,course,mother,2,1,3,no,yes,yes,yes,no,yes,yes,yes,5,3,3,2,1,1,2,9,9,1
GP,M,15,U,GT3,T,1,1,other,at_home,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3,3,3,3,5,9,9,10
MS,F,17,R,LE3,T,2,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,no,yes,yes,yes,3,2,4,1,3,4,7,8,9,10
GP,M,15,U,GT3,T,1,1,other,other,home,mother,4,2,0,no,no,no,no,yes,yes,no,no,4,2,5,1,4,3,5,9,11,11
GP,F,17,R,GT3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,2,4,3,1,5,4,-2
GP,M,17,U,LE3,T,3,2,other,other,course,mother,2,2,1,no,yes,no,no,no,yes,yes,no,3,1,5,1,2,3,1,7,7,1
GP,F,17,U,GT3,T,3,4,other,health,other,mother,4,2,0,yes,no,no,yes,no,yes,yes,no,5,5,5,1,3,5,3,8,9,9
MS,F,18,R,LE3,T,2,2,at_home,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,3,1,1,1,5,12,12,11,11
GP,F,17,U,GT3,A,2,3,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,3,5,2,10,10,12
GP,M,15,U,LE3,T,3,2,other,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,2,4,2,1,11,9,9
GP,M,15,U,GT3,T,4,4,teacher,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,no,2,2,3,2,3,3,11,13,13,13
MS,M,20,U,GT3,T,4,4,health,services,home,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,3,3,4,17,10,10,10
GP,F,16,U,GT3,T,1,1,other,other,reputation,mother,1,1,3,no,no,no,no,no,yes,yes,no,3,3,5,2,2,5,0,4,-2,-2
GP,M,16,U,GT3,T,4,4,other,services,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,5,2,1,1,3,22,14,13,12
GP,M,17,R,LE3,T,1,1,at_home,teacher,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,3,4,1,5,10,10,11
GP,F,17,U,GT3,T,1,1,other,at_home,course,other,1,2,0,no,no,no,yes,yes,yes,yes,no,3,3,3,1,1,3,7,6,6,7
GP,M,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,4,3,5,4,7,13,14,15
GP,M,16,U,GT3,T,1,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,3,4,7,9,10,11
GP,F,15,U,GT3,T,3,2,services,other,course,mother,4,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,2,3,2,5,6,7,8
GP,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,yes,5,3,4,1,3,3,2,11,10,10
GP,F,16,U,GT3,T,2,3,other,services,course,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,4,4,5,1,1,4,9,8,8,7
GP,M,17,R,GT3,T,3,1,other,other,home,father,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,2,2,2,1,6,11,11,11
GP,F,16,U,GT3,T,3,1,services,other,reputation,father,1,2,0,no,yes,yes,no,yes,no,no,no,4,3,2,1,1,3,11,5,4,4
GP,M,16,U,GT3,A,2,3,services,services,home,father,1,3,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,1,3,11,14,15,15
GP,M,16,U,LE3,T,2,1,services,other,other,mother,1,3,1,no,no,no,no,no,yes,yes,no,1,3,2,1,4,5,8,12,13,14
GP,M,18,U,GT3,T,3,3,health,other,reputation,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,2,3,0,15,14,15
GP,F,15,U,GT3,A,4,4,teacher,health,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,3,5,17,6,5,5
GP,F,15,U,GT3,T,2,4,at_home,other,reputation,father,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,4,5,2,12,11,10
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,3,16,14,14
GP,M,17,U,GT3,T,3,1,services,services,reputation,mother,2,2,2,no,yes,no,no,yes,yes,yes,yes,2,5,4,4,4,5,9,10,10,10
GP,F,16,U,GT3,T,2,4,other,health,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,2,5,0,11,11,11
GP,F,16,U,GT3,T,3,2,other,other,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,4,4,3,12,8,11,10
GP,M,15,R,GT3,T,4,3,health,other,course,other,1,1,0,no,yes,no,yes,no,yes,yes,no,5,4,3,1,4,4,6,11,13,12
MS,F,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,2,4,4,1,3,1,4,9,9,9
GP,M,17,U,LE3,T,3,3,other,other,home,mother,1,1,0,yes,yes,no,yes,no,yes,yes,yes,1,3,3,2,3,3,5,14,13,13
GP,F,17,U,GT3,T,4,3,health,services,home,mother,1,2,2,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,2,9,7,7,7
GP,F,17,U,GT3,T,4,2,health,other,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,3,5,1,13,13,13
GP,M,17,R,LE3,T,2,1,services,other,course,father,1,2,0,no,yes,yes,no,no,yes,yes,no,2,4,5,1,1,5,7,11,11,12
GP,F,17,U,GT3,T,3,2,at_home,services,home,mother,2,2,2,no,yes,no,yes,no,yes,no,yes,3,2,2,1,1,5,5,5,5,7
MS,F,17,U,GT3,A,0,0,other,services,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,5,2,1,2,3,2,11,11,11
GP,F,16,U,GT3,T,3,4,other,other,course,mother,2,1,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,2,5,0,2,-2,-2
GP,F,15,R,GT3,T,3,1,other,services,other,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,4,4,5,3,5,2,3,12,14,14
GP,F,16,U,GT3,T,1,1,other,other,course,father,3,2,1,no,no,no,yes,yes,yes,no,no,3,3,2,2,2,3,1,4,3,-2
MS,M,17,U,GT3,T,4,3,teacher,other,home,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,4,2,2,1,1,2,5,10,11,11
GP,M,18,U,GT3,T,2,1,at_home,services,reputation,mother,1,3,0,no,no,yes,no,yes,no,yes,yes,3,3,2,1,1,1,1,11,10,11
MS,M,17,U,GT3,A,4,2,teacher,at_home,reputation,father,2,1,0,yes,yes,no,no,no,yes,yes,no,4,3,5,5,5,5,7,7,6,7
MS,M,19,R,GT3,T,1,1,other,other,home,mother,1,3,1,no,no,no,yes,yes,yes,yes,yes,5,4,4,2,4,5,1,8,6,1
GP,M,17,R,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,5,2,3,1,3,4,1,11,10,11
MS,F,17,U,GT3,T,2,1,services,other,course,mother,2,1,1,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,5,1,5,4,-2
GP,M,16,U,GT3,T,4,4,teacher,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,5,3,14,16,16
GP,F,16,U,GT3,T,4,4,teacher,other,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,3,5,-2,-2
GP,F,17,U,GT3,T,4,2,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,5,11,8,8,8
GP,F,17,R,LE3,T,4,4,teacher,services,reputation,father,2,4,0,no,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,1,8,7,8
GP,F,18,U,LE3,T,4,3,teacher,other,reputation,mother,3,2,1,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,2,4,0,7,6,6
GP,M,17,R,GT3,T,3,3,other,teacher,home,mother,2,3,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,5,10,11,11
GP,F,17,U,GT3,T,3,2,other,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,5,1,1,1,1,1,12,13,13
GP,M,18,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,3,3,1,2,4,3,16,15,15
GP,F,15,U,GT3,T,2,3,at_home,other,course,mother,3,2,0,no,no,no,no,no,yes,no,no,4,2,2,1,1,3,0,15,14,13
GP,F,17,U,GT3,T,1,3,at_home,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,4,10,7,8,8
GP,F,15,U,GT3,T,3,3,services,services,course,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,2,5,1,12,13,13
GP,M,16,R,GT3,T,3,3,services,other,reputation,father,2,2,3,no,yes,no,no,yes,yes,no,no,4,3,5,3,5,5,5,9,10,11
GP,M,16,U,LE3,T,2,4,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,2,1,2,1,2,1,2,16,16,16
GP,F,18,U,GT3,T,3,4,other,other,home,other,2,1,3,no,no,no,no,yes,yes,yes,yes,2,1,5,1,2,4,3,4,-2,-2
GP,M,15,U,GT3,T,4,4,services,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,1,2,1,1,2,2,18,17,19
GP,M,17,U,GT3,T,2,3,at_home,other,reputation,father,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,3,4,3,15,13,11,11
GP,M,18,U,GT3,T,3,1,services,services,home,mother,1,1,2,no,yes,yes,yes,yes,yes,yes,no,3,2,4,1,1,1,12,7,9,9
GP,F,15,U,GT3,T,1,1,other,other,home,father,2,2,0,yes,yes,no,no,yes,yes,yes,no,5,2,4,1,1,3,8,10,10,10
GP,F,15,R,GT3,T,2,2,at_home,other,home,mother,2,3,1,yes,no,yes,no,yes,yes,yes,no,5,1,2,1,1,1,11,5,8,8
GP,F,17,U,GT3,T,4,3,other,health,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,1,5,9,8,7,6
GP,M,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,2,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,3,9,8,6
GP,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,3,3,14,3,3,3
GP,M,18,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,2,4,1,1,1,56,10,9,9
GP,M,18,U,LE3,T,4,3,teacher,other,home,mother,4,3,0,no,no,yes,yes,no,yes,yes,yes,4,4,5,4,5,4,5,11,10,10
GP,F,17,R,LE3,T,4,4,services,other,reputation,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,5,3,2,1,1,3,7,9,9,9
GP,F,15,R,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,5,1,2,4,1,6,-2,-2
GP,M,15,U,GT3,T,3,3,health,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,3,2,1,1,4,2,14,15,16
GP,F,16,U,GT3,T,3,3,services,other,reputation,father,1,1,3,yes,yes,no,yes,yes,yes,yes,no,3,3,2,2,3,1,7,5,7,8
GP,F,15,R,LE3,A,2,3,other,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,12,14,14
GP,M,16,U,GT3,T,4,4,services,health,home,mother,3,3,2,yes,yes,no,no,yes,yes,yes,yes,3,1,3,1,1,5,0,16,17,18
GP,F,16,R,GT3,T,2,4,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,1,3,1,15,13,13
GP,M,18,R,GT3,T,1,1,at_home,services,course,other,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,2,3,1,1,9,9,1
GP,F,18,U,GT3,T,4,4,health,other,course,mother,1,4,0,no,yes,no,no,no,yes,yes,no,2,5,3,1,1,2,11,9,11,11
GP,M,19,R,GT3,A,3,2,other,health,home,other,1,3,2,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,3,13,16,13,14
GP,F,19,U,GT3,T,2,1,other,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,4,2,1,1,3,20,13,12,11
